,job_position,job_id,company_name,job_location,job_posting_date,skill,senority_level,employment_type,job_function,industry
93,Business Analyst,4136443204,Wissen Technology,"Thane, Maharashtra, India",2025-01-27,"['python', 'HTML', 'SQL', 'Automation', 'Data Analysis']",Associate,Full-time,"Finance, Analyst, and Business Development",IT Services and IT Consulting and Banking
94,Data Analyst,4132404541,Artefact,"Pune, Maharashtra, India",2025-01-23,"['python', 'SQL', 'R', 'Google Cloud', 'Git', 'Machine Learning', 'Data Science', 'Big Data', 'Cloud Computing', 'Scripting', 'Digital Marketing', 'Data Analysis', 'Power BI']",Associate,Full-time,Analyst,Business Consulting and Services
95,Python Developer,4128092483,Arcitech,Mumbai Metropolitan Region,2025-01-17,"['python', 'Django', 'HTML', 'SQL', 'MongoDB', 'PostgreSQL', 'Flask', 'Bash', 'Git', 'Machine Learning', 'NoSQL', 'Backend Development', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
96,Manual Do QA,4151018404,Reliance Industries Limited,"Mumbai, Maharashtra, India",2025-02-13,"['python', 'JavaScript']",Associate,Full-time,Engineering,Oil and Gas
97,Python backend Developer,4048228974,3RI Technologies Pvt. Ltd.,"Pune, Maharashtra, India",2024-10-15,"['python', 'Django', 'MongoDB', 'Flask', 'Bash', 'IoT', 'Backend Development']",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
98,"HILS Validation Engineers @ TATA Elxsi, Pune",4147146397,Tata Elxsi,"Pune, Maharashtra, India",2025-02-11,"['python', 'C++', 'Software Architecture', 'Cloud Computing']",Mid-Senior level,Full-time,Information Technology and Engineering,Motor Vehicle Manufacturing and Software Development
99,SQL Developers Interns Required,4150704328,Gigafactor Solutions,"Pune, Maharashtra, India",2025-02-13,"['python', 'java', 'JavaScript', 'HTML', 'SQL']",Entry level,Internship,Information Technology,IT Services and IT Consulting
100,Python Developer,4050506544,Niyati Tech,Mumbai Metropolitan Region,2024-10-16,"['python', 'Django', 'MongoDB', 'PostgreSQL', 'Bash', 'Machine Learning', 'Backend Development', 'Full Stack Development']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
101,Python Developer,4145621461,Work Store Limited,"Mumbai, Maharashtra, India",2025-02-06,"['python', 'Django', 'SQL', 'Flask', 'Machine Learning', 'Data Science', 'Data Structures', 'NoSQL', 'Backend Development']",Mid-Senior level,Full-time,Information Technology,Retail Office Equipment and IT Services and IT Consulting
102,Python Developer,4137529864,Exponentia.ai,"Mumbai, Maharashtra, India",2025-01-28,"['python', 'Django', 'MongoDB', 'NoSQL', 'Full Stack Development']",Mid-Senior level,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing
103,Data Scientist,4148281105,Rebel Foods,Mumbai Metropolitan Region,2025-02-10,"['python', 'SQL', 'R', 'Docker', 'Machine Learning', 'Deep Learning', 'NLP', 'TensorFlow', 'Keras', 'Scikit-Learn', 'Data Science', 'Big Data', 'IoT', 'NoSQL', 'Cloud Computing', 'Automation', 'Data Analysis']",Entry level,Full-time,Information Technology,"Internet Marketplace Platforms and Technology, Information and Media"
104,Python Programmer,4048233479,3RI Technologies Pvt. Ltd.,"Pune, Maharashtra, India",2024-10-15,"['python', 'Django', 'C++', 'Flask', 'Bash', 'Machine Learning', 'Scikit-Learn', 'Data Structures', 'Backend Development']",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
105,Python Developer,4146319352,Softenger,"Mumbai, Maharashtra, India",2025-02-10,"['python', 'java', 'Django', 'JavaScript', 'CSS', 'SQL', 'MongoDB', 'PostgreSQL', 'Flask', 'Docker', 'Git', 'Machine Learning', 'Data Science', 'NoSQL', 'Backend Development', 'Frontend Development', 'Cloud Computing', 'Software Testing']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
106,Python developer_CBS,4037132264,CodersBrain,"Pune, Maharashtra, India",2024-09-06,"['python', 'Django', 'MongoDB', 'PostgreSQL', 'Shell Scripting', 'Bash', 'Backend Development', 'Scripting']",Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting
107,Python Developer,4050510241,Dure Technologies,"Thane, Maharashtra, India",2024-10-16,"['python', 'Django', 'HTML', 'MongoDB', 'PostgreSQL', 'Flask', 'FastAPI', 'Google Cloud', 'Bash', 'Git', 'Machine Learning', 'Data Structures', 'NoSQL', 'Redis', 'Backend Development', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
108,Senior Data Engineer,4131733600,Jio Platforms Limited (JPL),"Mumbai, Maharashtra, India",2025-01-22,"['python', 'java', 'MongoDB', 'PostgreSQL', 'Shell Scripting', 'Azure', 'Linux', 'Data Science', 'Big Data', 'Hadoop', 'Spark', 'NoSQL', 'Scripting', 'Automation', 'Kafka']",Mid-Senior level,Full-time,Information Technology,Software Development
109,Software Engineer,4129169029,ACG World,"Mumbai, Maharashtra, India",2025-01-20,"['python', 'java', 'JavaScript', 'C++', 'HTML', 'CSS', 'SQL', 'Linux', 'Edge Computing', 'Data Structures', 'Frontend Development', 'Software Testing']",Associate,Full-time,"Information Technology, Consulting, and Production",IT Services and IT Consulting
110,Software Engineer Freshers 2023 & 2024,4125680831,Career,"Pune, Maharashtra, India",2025-01-10,"['python', 'java', 'C++', 'CSS', 'SQL', 'PostgreSQL', 'Node.js', 'AWS', 'Data Structures', 'Frontend Development', 'Android Development', 'Software Testing']",Entry level,Full-time,Engineering and Information Technology,Human Resources Services
111,Python Developer,3627613477,SynRadar,Mumbai Metropolitan Region,2023-06-06,"['python', 'Django', 'Flask', 'Bash', 'Machine Learning', 'DBMS', 'NoSQL', 'Backend Development']",Associate,Full-time,Engineering and Information Technology,Computer and Network Security
112,Software Engineer,4142610653,NielsenIQ,"Pune, Maharashtra, India",2025-02-03,"['python', 'java', 'JavaScript', 'C++', 'HTML', 'CSS', 'SQL', 'PostgreSQL', 'Node.js', 'Azure', 'Data Structures', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Android Development']",Entry level,Full-time,Engineering and Information Technology,Information Services
113,Software Engineer Freshers 2023 & 2024,4126801297,Career,"Pune, Maharashtra, India",2025-01-17,"['python', 'java', 'JavaScript', 'C++', 'CSS', 'SQL', 'PostgreSQL', 'Node.js', 'AWS', 'Data Structures', 'Frontend Development', 'Android Development', 'Software Testing']",Entry level,Full-time,Engineering and Information Technology,Human Resources Services
114,Software Engineer,4139833434,LTIMindtree,"Pune, Maharashtra, India",2025-01-31,"['python', 'java', 'JavaScript', 'C++', 'C', 'HTML', 'CSS', 'SQL', 'PostgreSQL', 'Node.js', 'Go', 'Ruby', 'Rust', 'Data Structures', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Android Development']",Mid-Senior level,Full-time,Information Technology,Banking
115,Data Analyst Intern,4152310735,Rexus Group,"Mumbai, Maharashtra, India",2025-02-16,"['python', 'SQL', 'R', 'Machine Learning', 'Data Science', 'Big Data', 'Data Analysis', 'Power BI']",Internship,Full-time,"Information Technology, Business Development, and Project Management","IT Services and IT Consulting, IT System Testing and Evaluation, and Computer and Network Security"
116,Automation Test Engineer - Selenium,4119375022,Infosys,"Pune, Maharashtra, India",2025-01-16,"['python', 'JavaScript', 'HTML', 'SQL', 'Automation', 'Selenium']",Mid-Senior level,Full-time,Information Technology and Quality Assurance,IT Services and IT Consulting
117,ETL Developer,4137701608,KPMG India,"Pune, Maharashtra, India",2025-01-28,"['python', 'java', 'SQL', 'AWS', 'Azure', 'Data Science', 'Hadoop', 'Cloud Computing', 'Data Analysis']",Associate,Full-time,"Analyst, Business Development, and Information Technology","Business Consulting and Services, IT Services and IT Consulting, and Technology, Information and Media"
118,Business Analyst( Banking Domain),4115839219,Tata Consultancy Services,"Mumbai, Maharashtra, India",2025-01-10,"['python', 'Data Science', 'Data Analysis']",Mid-Senior level,Full-time,Information Technology,Information Services
119,Python Developer,4052311249,innOvator web solutions pvt. ltd.,"Mumbai, Maharashtra, India",2024-10-16,"['python', 'Django', 'Flask', 'Bash', 'Machine Learning', 'Backend Development', 'Scripting']",Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting
120,Python Developer,4002508508,PluginLive,Mumbai Metropolitan Region,2024-08-17,"['python', 'Django', 'MongoDB', 'Flask', 'FastAPI', 'Bash', 'Machine Learning', 'Backend Development']",Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting
121,Frontend Developer,4141117198,Hexaware Technologies,"Pune, Maharashtra, India",2025-02-03,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'Angular', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Automation', 'Agile Methodology', 'Scrum']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
122,Software Engineer,4130034219,Infosys,"Pune, Maharashtra, India",2025-01-20,"['python', 'JavaScript', 'C++', 'HTML', 'Node.js', 'Angular', 'TypeScript', 'AWS', 'Data Structures', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Android Development']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
123,Software Engineer (backend),4117409291,Kodo,"Pune, Maharashtra, India",2024-12-12,"['python', 'java', 'JavaScript', 'C++', 'HTML', 'CSS', 'SQL', 'PostgreSQL', 'Node.js', 'Spring Boot', 'Kotlin', 'Docker', 'Kubernetes', 'AWS', 'Azure', 'Microservices', 'Edge Computing', 'Data Structures', 'Backend Development', 'Frontend Development', 'Unit Testing']",Associate,Full-time,Engineering and Information Technology,Financial Services
124,Quality Engineer,4137251391,L&T Technology Services,"Pune, Maharashtra, India",2025-01-28,"['python', 'java', 'JavaScript', 'C++', 'HTML', 'CSS', 'SQL']",Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting
125,Software Engineer,4148805166,Infosys,"Pune, Maharashtra, India",2025-02-10,"['python', 'java', 'JavaScript', 'PostgreSQL', 'Node.js', 'TypeScript', 'Data Structures', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Android Development']",Associate,Full-time,Information Technology,IT Services and IT Consulting
126,Data Modeling ( Chennai & Pune ),4144805126,LTIMindtree,"Pune, Maharashtra, India",2025-02-05,"['python', 'SQL', 'R', 'Big Data', 'Data Analysis']",Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",IT Services and IT Consulting
127,Python Developer Intern,4151031643,Gigafactor Solutions,"Navi Mumbai, Maharashtra, India",2025-02-13,"['python', 'Django', 'PostgreSQL']",Entry level,Internship,Information Technology,IT Services and IT Consulting
128,Work From Home/Fresher Jobs - Remote Work,4151039092,CrazyHR,Mumbai Metropolitan Region,2025-02-13,['python'],Entry level,Part-time,Customer Service,Software Development
129,Mechanical Engineer,4080581223,Larsen & Toubro,Mumbai Metropolitan Region,2025-01-29,"['python', 'JavaScript', 'HTML', 'CSS']",Entry level,Full-time,Engineering and Information Technology,Executive Offices
130,Work From Home/Fresher Jobs - Remote Work,4150798936,CrazyHR,Mumbai Metropolitan Region,2025-02-13,['python'],Entry level,Part-time,Customer Service,Software Development
131,Software Engineer,4145522141,Wipro,Mumbai Metropolitan Region,2025-02-06,"['python', 'java', 'C++', 'HTML', 'CSS', 'SQL', 'Data Structures', 'Frontend Development']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
132,Software Engineer,4141905899,Infosys,"Pune, Maharashtra, India",2025-02-03,"['python', 'java', 'JavaScript', 'C++', 'HTML', 'SQL', 'Node.js', 'Angular', 'TypeScript', 'Data Structures', 'Backend Development', 'Full Stack Development', 'Android Development']",Associate,Full-time,Information Technology,IT Services and IT Consulting
133,Python Developer Internship (Required-01),4144511289,CloudGemini Solutions,"Pune, Maharashtra, India",2025-02-07,"['python', 'Django', 'MongoDB', 'PostgreSQL', 'Flask', 'Docker', 'Azure', 'Google Cloud', 'Git', 'Machine Learning', 'Data Structures', 'NoSQL', 'Backend Development']",Entry level,Internship,Information Technology,IT Services and IT Consulting
134,Career Opportunity for Cyber Threat Hunter_ Gurgaon/Bengaluru-exp - 4 to8 years,4071709211,Deloitte,"Mumbai, Maharashtra, India",2025-02-13,"['python', 'Google Cloud', 'Linux', 'Cybersecurity', 'Penetration Testing', 'unity', 'Cloud Computing', 'Automation']",Mid-Senior level,Full-time,Consulting,Business Consulting and Services
135,Python Developer,4145923314,Nirmitee.io,"Pune, Maharashtra, India",2025-02-07,"['python', 'Django', 'HTML', 'MongoDB', 'Flask', 'Machine Learning', 'Backend Development', 'Full Stack Development']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
136,Python Developer - Full time,4040868592,QuinStreet,"Pune, Maharashtra, India",2025-02-15,"['python', 'Django', 'Bash', 'Machine Learning', 'Backend Development', 'Full Stack Development', 'Unit Testing']",Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing and Marketing Services
137,Full-Stack Developer (Fresher),4101206313,3RI Technologies Pvt. Ltd.,"Pune, Maharashtra, India",2024-12-16,"['python', 'java', 'C++', 'CSS', 'MongoDB', 'React', 'Angular', 'Docker', 'Backend Development', 'Frontend Development', 'Full Stack Development']",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
138,Automation Engineer,4143784711,LTIMindtree,"Pune, Maharashtra, India",2025-02-07,"['python', 'HTML', 'SQL', 'AWS', 'Git', 'Automation', 'Selenium']",Mid-Senior level,Full-time,"Consulting, Engineering, and Information Technology","IT Services and IT Consulting, Information Services, and Technology, Information and Media"
139,Python Developer,4037150328,CodersBrain,Mumbai Metropolitan Region,2024-09-06,"['python', 'Django', 'C++', 'MongoDB', 'Flask', 'Bash', 'Machine Learning', 'Full Stack Development']",Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting
140,Junior Software Engineer,4137398857,DMAIC Academy & Consultancy,"Mumbai, Maharashtra, India",2025-01-30,"['python', 'java', 'JavaScript', 'C++', 'HTML', 'CSS', 'SQL', 'PostgreSQL', 'Node.js', 'Data Structures']",Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Information Services, and Technology, Information and Media"
141,"Associate, Asset Management",4148282369,Amherst,"Mumbai, Maharashtra, India",2025-02-10,['python'],Associate,Full-time,"Accounting/Auditing, Analyst, and Consulting",Financial Services
142,Fullstack Python Developer,4130487929,Fusemachines,"Pune, Maharashtra, India",2025-01-20,"['python', 'Django', 'JavaScript', 'HTML', 'SQL', 'MongoDB', 'Kubernetes', 'Bash', 'Machine Learning', 'Data Structures', 'Backend Development']",Mid-Senior level,Contract,Engineering and Information Technology,Internet Publishing
143,Senior Analyst - Analytics,4142322107,Bajaj Markets,"Pune, Maharashtra, India",2025-02-05,"['python', 'SQL', 'R', 'Machine Learning', 'NLP', 'Data Science', 'Big Data', 'Data Analysis']",Mid-Senior level,Full-time,Product Management,Financial Services
144,python,4106587805,PURVIEW,"Pune, Maharashtra, India",2024-12-23,"['python', 'Django', 'Ansible', 'Git', 'Backend Development']",Entry level,Full-time,Other,IT Services and IT Consulting
145,Software Engineer,4136068500,Infosys,"Pune, Maharashtra, India",2025-01-27,"['python', 'java', 'JavaScript', 'C++', 'CSS', 'Node.js', 'Angular', 'TypeScript', 'Data Structures', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Android Development']",Associate,Full-time,Information Technology,IT Services and IT Consulting
